agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
5,4,0.8948303656653,938.1666666667,2014,0,82.0
0,5,0,0,2014,0,82.0
5,5,1.011547369882,938.1666666667,2014,0,82.0
0,6,0,0,2014,0,82.0
5,6,1.190991330892,939.8333333333,2014,0,82.0
0,7,0,0,2014,0,82.0
5,7,1.060182044283,941.0333333333,2014,0,82.0
0,8,0,0,2014,0,82.0
5,8,1.253052514978,941.8333333333,2014,0,82.0
0,9,0,0,2014,0,82.0
5,9,1.097220256925,942.5333333333,2014,0,82.0
0,10,0,0,2014,0,82.0
5,10,0.2066525071859,942,2014,0,82.0
0,11,0,0,2014,0,82.0
5,11,0,943.0666666667,2014,0,82.0
0,12,0,0,2014,0,82.0
5,12,0.07701504975557,947.8666666667,2014,0,82.0
0,1,0,0,2015,0,82.0
5,1,0.07696362398565,948.5,2015,0,82.0
0,2,0,0,2015,0,82.0
5,2,0.1285618636757,946.3666666667,2015,0,82.0
0,3,0,0,2015,0,82.0
5,3,0.1158811943606,944.9333333333,2015,0,82.0
0,4,0,0,2015,0,82.0
5,4,0.4885006826371,946.4333333333,2015,0,82.0
0,5,0,0,2015,0,82.0
5,5,0.2432821169496,950.2,2015,0,82.0
0,6,0,0,2015,0,82.0
5,6,0.5770852323622,948.7333333333,2015,0,82.0
0,7,0,0,2015,0,82.0
5,7,0.7683671079576,950.0666666667,2015,0,82.0
0,8,0,0,2015,0,82.0
5,8,0.6646123751998,951.9333333333,2015,0,82.0
0,9,0,0,2015,0,82.0
5,9,0.6405082065612,949.7666666667,2015,0,82.0
0,10,0,0,2015,0,82.0
5,10,0.5768015049398,949.2,2015,0,82.0
0,11,0,0,2015,0,82.0
5,11,0.6294653872028,947.1,2015,0,82.0
0,12,0,0,2015,0,82.0
5,12,0.7206825911999,945.4,2015,0,82.0
0,1,0,0,2013,0,71.0
5,1,0.7972110481933,992,2013,0,71.0
0,2,0,0,2013,0,71.0
5,2,0.9056464284658,994.1333333333,2013,0,71.0
0,3,0,0,2013,0,71.0
5,3,0.6738385977224,993.0666666667,2013,0,71.0
0,4,0,0,2013,0,71.0
5,4,0.6618980392814,992.6,2013,0,71.0
0,5,0,0,2013,0,71.0
5,5,0.7736693602055,990.7333333333,2013,0,71.0
0,6,0,0,2013,0,71.0
5,6,0.9478601142764,988.3666666667,2013,0,71.0
0,7,0,0,2013,0,71.0
5,7,0.7287894841284,984.9666666667,2013,0,71.0
0,8,0,0,2013,0,71.0
5,8,0.6815018272027,981.9,2013,0,71.0
0,9,0,0,2013,0,71.0
5,9,0.8437298424542,980.5666666667,2013,0,71.0
0,10,0,0,2013,0,71.0
5,10,0.7070758519694,980.8,2013,0,71.0
0,11,0,0,2013,0,71.0
5,11,0.793505191803,981.3,2013,0,71.0
0,12,0,0,2013,0,71.0
5,12,0.9055840820074,980.7666666667,2013,0,71.0
0,1,0,0,2014,0,71.0
5,1,0.7195540461689,980.7,2014,0,71.0
0,2,0,0,2014,0,71.0
5,2,0.7952611446381,979.1333333333,2014,0,71.0
0,3,0,0,2014,0,71.0
5,3,0.8954918906093,978.2333333333,2014,0,71.0
0,4,0,0,2014,0,71.0
5,4,0.9338222444057,977.1666666667,2014,0,71.0
0,5,0,0,2014,0,71.0
5,5,0.8335606008768,977.9333333333,2014,0,71.0
0,6,0,0,2014,0,71.0
5,6,0.9820516034961,978.7333333333,2014,0,71.0
0,7,0,0,2014,0,71.0
5,7,0.8717756532133,976.9333333333,2014,0,71.0
0,8,0,0,2014,0,71.0
5,8,0.8468677774072,976.9333333333,2014,0,71.0
0,9,0,0,2014,0,71.0
5,9,0.8933002576232,980.6333333333,2014,0,71.0
0,10,0,0,2014,0,71.0
5,10,0.1612136010081,981.1,2014,0,71.0
0,11,0,0,2014,0,71.0
5,11,0.08668362721801,982.5,2014,0,71.0
0,12,0,0,2014,0,71.0
5,12,0.08678079023957,981.4,2014,0,71.0
0,1,0,0,2015,0,71.0
5,1,0.3220661170781,982.2,2015,0,71.0
0,2,0,0,2015,0,71.0
5,2,0.4583870917559,982.0666666667,2015,0,71.0
0,3,0,0,2015,0,71.0
5,3,0.4593381239101,980.0333333333,2015,0,71.0
0,4,0,0,2015,0,71.0
5,4,0.5452755093575,981.7666666667,2015,0,71.0
0,5,0,0,2015,0,71.0
5,5,0.7541577611119,984.1,2015,0,71.0
0,6,0,0,2015,0,71.0
5,6,0.6797250639647,984.4666666667,2015,0,71.0
0,7,0,0,2015,0,71.0
5,7,0.5323587106541,982.7333333333,2015,0,71.0
0,8,0,0,2015,0,71.0
5,8,0.9296047501266,981.6,2015,0,71.0
0,9,0,0,2015,0,71.0
5,9,0.6476268544793,976.9,2015,0,71.0
0,10,0,0,2015,0,71.0
5,10,0.5999177992344,973.4666666667,2015,0,71.0
0,11,0,0,2015,0,71.0
5,11,0.8627363657579,973.0666666667,2015,0,71.0
0,12,0,0,2015,0,71.0
5,12,0.6615484459326,974.7333333333,2015,0,71.0
0,1,0,0,2013,0,60.0
5,1,0.8246328681707,973.7666666667,2013,0,60.0
0,2,0,0,2013,0,60.0
5,2,0.9498373605311,973.5,2013,0,60.0
0,3,0,0,2013,0,60.0
