node_id,phase,year,start_day,kill_effect,kill_decay,block_effect,block_decay,discard_k,discard_I,coverage
1,burnin,2011,16494,0.264781107,1460,0.080838461,730,2.3,912.5,0.868814041
1,burnin,2014,17824,0.289710659,1460,0.822301237,730,2.3,912.5,0.789706372
1,burnin,2017,18705,0.13389501,1460,0.782449899,730,2.3,912.5,0.867176026
1,burnin,2021,20200,0.080838461,1460,0.736546547,730,2.3,912.5,0.80648371
1,burnin,2024,21192,0.080838461,1460,0.736546547,730,2.3,912.5,0.80648371
